,model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
5313,2002,USA,Diesel,Front-wheel drive,3,2300,6,253.0,4180,19.9,31.5
5314,2004,USA,Gasoline,Rear-wheel drive,3,2440,6,271.0,4520,16.8,29.7
5315,1976,Europe,Diesel,Front-wheel drive,3,2080,6,238.0,3950,17.2,30.7
5316,2010,Asia,Gasoline,Front-wheel drive,3,2200,6,252.0,3920,17.3,30.7
5317,2022,USA,Gasoline,Rear-wheel drive,5,2260,6,259.0,4230,17.1,30.3
5318,2002,USA,Gasoline,All-wheel drive,3,2340,6,244.0,4610,19.8,25.5
5319,1999,USA,Gasoline,Rear-wheel drive,4,2900,7,316.0,5050,20.0,22.1
5320,2019,Europe,Gasoline,All-wheel drive,4,2510,7,270.0,4360,18.0,32.0
5321,1990,Europe,Gasoline,Front-wheel drive,4,2330,6,259.0,4060,15.9,30.6
5322,2008,Asia,Hybrid,All-wheel drive,4,2400,6,256.0,4320,18.2,32.8
5323,2014,USA,Gasoline,All-wheel drive,4,2210,6,251.0,4690,20.2,29.1
5324,2022,Europe,Gasoline,All-wheel drive,3,2130,6,256.0,4190,19.2,33.8
5325,2014,USA,Gasoline,Front-wheel drive,4,2180,6,254.0,4350,19.3,28.7
5326,2016,USA,Gasoline,Front-wheel drive,3,2210,6,253.0,4240,20.5,30.7
5327,1992,Europe,Gasoline,Front-wheel drive,3,2140,6,246.0,3950,19.5,26.9
5328,2004,Europe,Gasoline,Rear-wheel drive,5,2260,6,257.0,4430,19.5,31.2
5329,1988,USA,Hybrid,All-wheel drive,5,2230,5,251.0,4560,19.2,31.4
5330,2005,Asia,Gasoline,Front-wheel drive,4,2410,7,315.0,4350,15.3,31.4
5331,1986,Europe,Gasoline,Front-wheel drive,3,2340,7,244.0,4290,17.8,29.6
5332,2012,USA,Gasoline,Front-wheel drive,4,2310,6,279.0,4240,16.9,31.7
5333,1999,Europe,Gasoline,Rear-wheel drive,5,2460,6,268.0,4490,18.4,28.2
5334,1978,USA,Diesel,All-wheel drive,4,1920,5,250.0,4280,20.3,31.7
5335,1997,USA,Gasoline,Front-wheel drive,2,2290,6,258.0,4080,17.4,28.1
5336,1978,USA,Diesel,All-wheel drive,5,2510,6,293.0,4830,19.0,27.6
5337,1979,Asia,Gasoline,Front-wheel drive,2,2180,6,252.0,3990,18.6,26.7
5338,1998,Europe,Diesel,Rear-wheel drive,4,2300,6,269.0,4390,20.6,32.8
5339,2024,Europe,Gasoline,Rear-wheel drive,5,2770,6,286.0,4800,19.7,28.7
5340,1996,USA,Gasoline,Rear-wheel drive,2,2420,6,282.0,4350,20.2,29.0
5341,2017,Asia,Gasoline,Front-wheel drive,5,2260,6,248.0,4130,18.7,34.7
5342,1982,USA,Gasoline,Front-wheel drive,4,2280,6,258.0,4560,19.8,25.6
5343,1981,Asia,Gasoline,Rear-wheel drive,2,2000,6,,3890,18.1,29.2
5344,2018,Asia,Gasoline,Front-wheel drive,4,1970,5,217.0,3950,22.4,35.1
5345,1976,Europe,Gasoline,Front-wheel drive,3,2250,6,,4190,,29.9
5346,1988,Europe,Gasoline,Front-wheel drive,3,2380,6,253.0,4610,18.9,28.3
5347,1980,USA,Gasoline,Front-wheel drive,2,2610,7,299.0,4450,18.2,26.9
5348,2021,USA,Diesel,Front-wheel drive,4,2080,5,240.0,4320,19.4,31.0
5349,2004,Europe,Gasoline,Front-wheel drive,5,2250,6,236.0,4070,18.8,28.8
5350,2004,Asia,Gasoline,Front-wheel drive,5,2230,6,250.0,4320,21.3,30.6
5351,2018,Asia,Hybrid,All-wheel drive,3,1990,6,,4250,18.4,34.7
5352,1995,Europe,Gasoline,Rear-wheel drive,2,2020,5,252.0,4040,20.3,31.6
5353,1987,Europe,Gasoline,Front-wheel drive,5,2190,6,253.0,4390,18.8,27.1
5354,1997,USA,Hybrid,Rear-wheel drive,4,2230,6,244.0,4300,21.0,31.1
5355,1984,USA,Gasoline,Rear-wheel drive,3,2360,6,,4320,18.5,27.7
5356,2007,Asia,Hybrid,Rear-wheel drive,3,2350,6,256.0,4700,19.5,31.9
5357,1994,Europe,Gasoline,Front-wheel drive,3,2300,6,260.0,4160,16.4,33.6
5358,1999,Asia,Gasoline,All-wheel drive,2,2270,6,237.0,4260,19.0,30.6
5359,2002,Asia,Diesel,Front-wheel drive,3,1880,6,211.0,3670,19.5,33.0
5360,1975,Asia,Gasoline,All-wheel drive,3,2330,6,,4530,20.1,23.4
5361,2018,Asia,Diesel,Front-wheel drive,5,2320,6,261.0,4420,17.7,32.4
5362,2014,Europe,Gasoline,Front-wheel drive,4,2270,6,233.0,3960,18.2,30.5
5363,1988,USA,Gasoline,Rear-wheel drive,5,3110,8,325.0,5460,20.4,20.5
5364,1988,USA,Gasoline,All-wheel drive,3,2100,6,251.0,4220,17.2,28.8
5365,2014,Asia,Diesel,Rear-wheel drive,2,2190,6,258.0,4080,19.4,33.4
5366,2008,USA,Diesel,Front-wheel drive,4,2470,6,290.0,4420,19.6,27.0
5367,1986,Asia,Gasoline,Rear-wheel drive,5,2050,6,233.0,4410,18.5,27.9
5368,2012,Europe,Gasoline,Front-wheel drive,3,2150,6,223.0,4270,17.3,33.6
5369,2017,USA,Diesel,Front-wheel drive,4,2290,6,271.0,4310,19.7,32.6
5370,2024,Europe,Gasoline,All-wheel drive,3,2300,6,271.0,4470,20.3,30.3
5371,2010,Europe,Gasoline,Front-wheel drive,4,2340,6,247.0,4270,18.1,29.9
5372,1993,Europe,Diesel,Front-wheel drive,4,2300,6,252.0,4010,17.2,31.6
5373,2004,Europe,Gasoline,All-wheel drive,5,2310,6,261.0,4590,18.3,31.2
5374,1999,USA,Gasoline,Rear-wheel drive,3,2160,6,223.0,4670,19.2,29.1
5375,2007,Asia,Gasoline,Front-wheel drive,4,2340,6,246.0,4170,19.8,29.0
5376,2019,USA,Gasoline,Front-wheel drive,3,2480,7,311.0,4280,18.5,31.7
5377,1978,Asia,Gasoline,Front-wheel drive,4,2460,6,,4380,18.5,25.4
5378,1990,USA,Gasoline,Front-wheel drive,5,2430,6,271.0,4440,17.8,28.1
5379,1993,USA,Gasoline,Front-wheel drive,4,2080,6,242.0,4250,17.6,27.0
5380,1990,Europe,Gasoline,Front-wheel drive,3,2360,6,251.0,4280,21.0,29.0
5381,1999,Europe,Gasoline,Rear-wheel drive,4,2640,7,286.0,4870,19.7,29.9
5382,2011,USA,Gasoline,Front-wheel drive,2,2030,6,261.0,4020,17.7,28.9
5383,2013,Asia,Gasoline,All-wheel drive,3,2210,6,231.0,4160,17.7,30.7
5384,1992,USA,Gasoline,Rear-wheel drive,5,1930,6,230.0,4170,19.3,28.8
5385,2005,Europe,Gasoline,Front-wheel drive,5,2050,5,238.0,3840,18.9,31.3
5386,2002,USA,Gasoline,Front-wheel drive,2,2090,5,218.0,3810,16.8,32.3
5387,2000,USA,Gasoline,Front-wheel drive,5,2150,6,236.0,4240,18.5,29.2
5388,1982,Europe,Gasoline,All-wheel drive,3,2390,6,257.0,4340,18.4,29.1
5389,1978,USA,Gasoline,Rear-wheel drive,4,2520,6,276.0,4840,18.9,21.8
5390,2013,Europe,Gasoline,All-wheel drive,3,2430,6,246.0,4660,19.4,30.1
5391,2015,Europe,Gasoline,Front-wheel drive,5,2100,6,230.0,4120,20.0,32.1
5392,2008,Asia,Diesel,Rear-wheel drive,5,2180,5,245.0,4510,18.5,28.3
5393,2017,Europe,Diesel,Front-wheel drive,4,2180,6,250.0,4130,19.5,34.6
5394,1995,Europe,Hybrid,Rear-wheel drive,4,2080,6,235.0,4250,18.8,34.2
5395,2010,USA,Hybrid,Front-wheel drive,4,2160,6,259.0,3990,19.6,34.4
5396,2002,Asia,Gasoline,All-wheel drive,5,2530,7,266.0,4770,19.1,29.3
5397,1999,Europe,Gasoline,All-wheel drive,3,2700,7,287.0,4630,18.7,26.1
5398,1987,USA,Diesel,Front-wheel drive,3,2320,5,278.0,3960,16.9,28.1
5399,2017,Asia,Gasoline,Front-wheel drive,5,2250,6,241.0,4330,20.6,31.7
5400,1982,USA,Gasoline,Rear-wheel drive,3,2090,6,,4330,17.4,27.1
5401,1998,Europe,Gasoline,All-wheel drive,5,1980,5,205.0,4210,19.5,31.1
5402,2021,Europe,Gasoline,Rear-wheel drive,5,2340,6,263.0,4270,17.8,32.5
5403,1976,USA,Diesel,Front-wheel drive,2,2300,6,270.0,4210,18.3,28.5
5404,2021,Europe,Gasoline,All-wheel drive,5,2380,6,246.0,4490,19.6,29.3
5405,2017,Europe,Diesel,Front-wheel drive,4,2210,6,238.0,4210,22.2,34.7
5406,1975,Europe,Diesel,All-wheel drive,5,2280,6,262.0,4490,20.6,26.5
5407,1998,USA,Gasoline,Front-wheel drive,4,1990,5,243.0,4220,19.1,26.9
5408,1983,Asia,Gasoline,Front-wheel drive,4,2110,6,252.0,4220,19.3,30.5
5409,2014,Europe,Hybrid,Rear-wheel drive,4,2390,6,248.0,4270,19.5,36.0
5410,1986,USA,Hybrid,All-wheel drive,5,2410,6,267.0,4500,19.2,28.3
5411,1992,Europe,Diesel,Front-wheel drive,4,2260,6,270.0,4240,17.9,30.3
5412,2006,USA,Gasoline,Front-wheel drive,4,2400,7,298.0,4560,18.9,29.9
5413,2004,Asia,Gasoline,Front-wheel drive,2,1860,5,195.0,3720,19.0,32.6
5414,1976,Asia,Gasoline,Front-wheel drive,3,2140,5,,4260,21.7,29.2
5415,1989,Europe,Gasoline,Front-wheel drive,2,2380,6,270.0,4320,18.8,28.6
5416,2019,USA,Gasoline,Rear-wheel drive,3,1960,5,226.0,4120,19.8,30.2
5417,2013,Asia,Gasoline,Rear-wheel drive,2,1930,6,240.0,4020,20.2,33.4
5418,2017,Asia,Gasoline,Rear-wheel drive,5,2170,6,246.0,4670,19.0,32.8
5419,1989,Asia,Gasoline,Front-wheel drive,3,2370,6,268.0,4180,19.6,28.7
5420,2006,USA,Hybrid,Front-wheel drive,4,2290,6,251.0,4550,21.1,34.6
5421,2007,Europe,Hybrid,Rear-wheel drive,5,1860,5,208.0,4070,19.0,33.2
5422,1994,Europe,Gasoline,All-wheel drive,3,2410,6,269.0,4360,18.8,30.4
5423,1989,Asia,Gasoline,All-wheel drive,4,2410,7,244.0,4510,17.6,26.6
5424,1992,Europe,Diesel,Rear-wheel drive,4,2340,6,270.0,4290,17.9,28.8
5425,1980,Asia,Gasoline,Front-wheel drive,3,2130,5,,4110,18.0,27.2
5426,1982,USA,Gasoline,All-wheel drive,3,2530,6,293.0,4570,20.1,26.0
5427,1989,USA,Gasoline,Rear-wheel drive,2,2210,6,262.0,4230,18.0,26.0
5428,2007,Asia,Gasoline,All-wheel drive,4,2100,5,239.0,4460,17.2,30.9
5429,1983,Asia,Gasoline,Rear-wheel drive,2,2020,5,219.0,3700,18.7,29.3
5430,2015,USA,Gasoline,Rear-wheel drive,4,2380,6,274.0,4480,18.2,32.7
5431,2002,Europe,Diesel,Front-wheel drive,3,2640,7,301.0,4340,17.5,30.1
5432,2013,Asia,Gasoline,Front-wheel drive,4,2110,6,234.0,4150,19.8,31.6
5433,2021,USA,Gasoline,Front-wheel drive,3,2000,5,235.0,3830,18.7,35.3
5434,2021,Europe,Hybrid,Rear-wheel drive,5,2410,6,267.0,4400,18.4,35.3
5435,1989,USA,Gasoline,Rear-wheel drive,3,2430,7,275.0,4470,16.4,25.4
5436,1975,USA,Gasoline,All-wheel drive,3,2480,7,,4810,19.5,20.9
5437,1992,Europe,Gasoline,Rear-wheel drive,4,2210,6,229.0,4270,18.5,33.5
5438,1980,USA,Gasoline,Front-wheel drive,3,2140,6,,3760,15.5,26.3
5439,1981,USA,Gasoline,Front-wheel drive,3,2140,6,257.0,3800,18.2,29.2
5440,2014,Europe,Gasoline,Front-wheel drive,2,2550,6,260.0,4470,18.0,27.7
5441,2020,Asia,Gasoline,Rear-wheel drive,3,2260,6,255.0,4500,20.0,30.4
5442,2009,USA,Diesel,Front-wheel drive,4,2460,6,284.0,4420,19.0,30.4
5443,2000,USA,Gasoline,Front-wheel drive,2,2360,6,269.0,4290,17.9,28.5
5444,2017,USA,Gasoline,Front-wheel drive,3,1910,5,213.0,3910,17.2,32.2
5445,2006,Europe,Gasoline,All-wheel drive,2,2030,5,228.0,3980,,32.2
5446,2016,Europe,Diesel,All-wheel drive,4,2060,6,222.0,4200,20.4,35.9
5447,1982,Europe,Gasoline,Rear-wheel drive,4,1940,5,,4080,18.2,29.7
5448,1979,USA,Gasoline,All-wheel drive,2,2050,6,,4160,19.4,24.7
5449,1989,USA,Gasoline,Front-wheel drive,3,1860,5,217.0,3730,18.1,27.3
5450,1996,USA,Gasoline,Front-wheel drive,5,2330,6,268.0,4300,20.6,25.7
5451,1996,Europe,Gasoline,Front-wheel drive,4,2490,7,292.0,4090,,27.5
5452,1991,Asia,Gasoline,Front-wheel drive,5,2250,6,255.0,4110,20.0,28.6
5453,1991,Europe,Gasoline,All-wheel drive,4,2290,6,245.0,4470,20.2,26.5
5454,1999,Asia,Diesel,Rear-wheel drive,4,2140,6,249.0,4270,18.9,30.9
5455,1988,Europe,Gasoline,All-wheel drive,4,2190,5,244.0,4480,,26.5
5456,2005,Asia,Gasoline,Rear-wheel drive,4,2410,6,243.0,4580,19.7,27.1
5457,1980,USA,Hybrid,Front-wheel drive,2,2160,6,253.0,4020,19.8,33.7
5458,2021,USA,Gasoline,Rear-wheel drive,3,2460,6,278.0,4630,18.4,29.4
5459,2008,Asia,Gasoline,Front-wheel drive,4,2350,6,,4350,18.5,30.7
5460,2012,Europe,Hybrid,Front-wheel drive,3,2250,6,250.0,4120,16.6,37.1
5461,1985,Asia,Gasoline,Front-wheel drive,3,2110,6,231.0,4120,17.7,31.5
5462,2007,Asia,Gasoline,Rear-wheel drive,2,2320,6,265.0,4260,17.3,30.2
5463,2011,USA,Gasoline,Rear-wheel drive,4,2100,6,258.0,4060,16.7,29.0
5464,1983,USA,Diesel,Front-wheel drive,5,2190,6,275.0,4390,19.1,31.1
5465,1988,Europe,Gasoline,All-wheel drive,4,2110,6,,4150,19.7,29.4
5466,2015,Asia,Diesel,Front-wheel drive,5,1990,5,206.0,4010,21.1,36.3
5467,1996,Europe,Gasoline,All-wheel drive,3,2380,6,264.0,4560,18.2,24.9
5468,2001,Asia,Diesel,Rear-wheel drive,5,2140,5,234.0,4500,22.3,31.2
5469,1996,USA,Diesel,All-wheel drive,4,2390,6,284.0,4630,20.7,29.6
5470,1981,USA,Hybrid,Front-wheel drive,4,2370,6,,4330,19.0,29.5
5471,2013,Europe,Gasoline,Rear-wheel drive,2,2480,6,245.0,4330,18.7,31.6
5472,1987,USA,Gasoline,All-wheel drive,3,2240,6,266.0,4240,16.9,26.7
5473,2010,USA,Hybrid,Front-wheel drive,5,2050,5,224.0,4250,17.6,36.9
5474,2022,USA,Gasoline,Front-wheel drive,4,2220,6,245.0,4080,18.0,31.3
5475,1993,USA,Diesel,Front-wheel drive,2,2070,6,256.0,4300,19.0,32.3
5476,1982,USA,Gasoline,Front-wheel drive,2,2570,7,281.0,4250,19.9,26.7
5477,2015,USA,Diesel,Front-wheel drive,5,2500,6,279.0,4550,18.1,29.5
5478,2001,USA,Gasoline,Front-wheel drive,5,2250,6,244.0,4240,18.8,29.8
5479,2014,USA,Gasoline,All-wheel drive,2,2360,6,282.0,4390,20.0,28.2
5480,2010,USA,Diesel,Front-wheel drive,4,2030,5,252.0,4030,19.5,31.6
5481,2011,Asia,Gasoline,Front-wheel drive,3,2020,5,226.0,3830,18.4,33.3
5482,2000,Europe,Gasoline,Rear-wheel drive,2,2060,6,232.0,3890,16.3,30.5
5483,1979,USA,Gasoline,All-wheel drive,3,2370,6,272.0,4240,19.3,24.5
5484,2014,USA,Gasoline,All-wheel drive,4,2510,6,271.0,4760,19.6,28.2
5485,2007,Europe,Diesel,Front-wheel drive,3,2140,6,229.0,3980,19.0,32.2
5486,2023,Asia,Diesel,Front-wheel drive,3,1980,5,226.0,3840,17.9,37.2
5487,1999,USA,Gasoline,All-wheel drive,4,2250,6,269.0,4420,20.1,27.8
5488,1993,Europe,Gasoline,Rear-wheel drive,4,2660,7,270.0,4860,20.5,27.1
5489,1996,USA,Gasoline,Front-wheel drive,2,2280,6,265.0,4330,19.3,29.5
5490,2016,USA,Gasoline,Front-wheel drive,3,2060,6,255.0,3980,19.0,33.3
5491,1997,USA,Hybrid,All-wheel drive,4,2250,6,261.0,4620,19.0,31.6
5492,2012,USA,Gasoline,Front-wheel drive,4,2030,6,215.0,4210,19.6,29.5
5493,2007,Asia,Diesel,Rear-wheel drive,4,2260,6,255.0,4470,20.2,33.0
5494,1981,USA,Hybrid,Front-wheel drive,4,2180,6,,4480,19.1,32.7
5495,2012,Europe,Gasoline,All-wheel drive,2,2130,6,226.0,4080,18.8,30.2
5496,1984,Europe,Gasoline,Front-wheel drive,4,2290,6,253.0,4210,21.2,31.2
5497,1994,USA,Diesel,Front-wheel drive,4,1730,5,228.0,3870,18.0,34.8
5498,1985,Asia,Gasoline,Front-wheel drive,5,2070,6,237.0,3900,19.9,29.3
5499,1978,Asia,Gasoline,All-wheel drive,4,2070,6,,4290,21.0,28.6
5500,1992,Asia,Gasoline,Front-wheel drive,5,2300,6,249.0,4430,19.0,28.6
5501,2014,USA,Gasoline,Front-wheel drive,4,2010,5,236.0,3780,17.4,28.4
5502,1995,Europe,Gasoline,Rear-wheel drive,2,2680,7,281.0,4480,20.1,27.6
5503,1988,Asia,Gasoline,Front-wheel drive,3,2310,7,257.0,4230,20.1,29.0
5504,1990,USA,Diesel,Rear-wheel drive,3,2410,6,283.0,4430,18.0,31.5
5505,2019,USA,Diesel,Rear-wheel drive,5,2140,6,273.0,4300,18.5,29.8
5506,1988,Europe,Gasoline,Front-wheel drive,4,2640,7,286.0,4570,18.8,29.9
5507,2024,Europe,Gasoline,Front-wheel drive,3,1980,5,242.0,4150,17.2,33.3
5508,1989,Europe,Gasoline,Front-wheel drive,2,2190,6,239.0,3800,,27.7
5509,1985,Asia,Gasoline,Front-wheel drive,5,2340,6,256.0,4170,17.6,26.4
5510,2023,USA,Gasoline,All-wheel drive,3,2320,6,279.0,4250,18.6,30.0
5511,1979,USA,Gasoline,Rear-wheel drive,2,2220,6,242.0,4150,20.4,26.8
5512,2002,USA,Gasoline,Front-wheel drive,3,2090,5,219.0,3930,18.0,28.9
5513,1998,USA,Gasoline,All-wheel drive,3,2430,6,281.0,4380,18.1,26.1
5514,2005,USA,Gasoline,Rear-wheel drive,2,2100,5,233.0,4060,19.1,30.2
5515,2006,Asia,Gasoline,Front-wheel drive,3,2380,6,246.0,4280,18.5,28.8
5516,2017,USA,Diesel,Front-wheel drive,5,2240,6,283.0,4540,18.9,32.7
5517,2002,Asia,Gasoline,Front-wheel drive,4,2300,6,225.0,4170,19.0,31.6
5518,2010,USA,Gasoline,Rear-wheel drive,3,2370,7,275.0,4610,18.5,26.6
5519,1989,USA,Gasoline,Front-wheel drive,4,2090,6,234.0,3880,18.3,32.2
5520,2018,Asia,Gasoline,Front-wheel drive,3,2210,6,226.0,3920,18.6,33.8
5521,2022,USA,Gasoline,Front-wheel drive,2,2220,6,255.0,4140,19.0,28.1
5522,1983,Europe,Gasoline,All-wheel drive,5,2250,6,,4410,18.7,25.1
5523,2006,USA,Diesel,All-wheel drive,3,2120,5,252.0,4140,19.1,30.7
5524,1981,Europe,Hybrid,Front-wheel drive,4,2480,6,267.0,4460,19.5,32.2
5525,1998,Asia,Gasoline,Rear-wheel drive,2,2510,7,282.0,4470,20.7,26.6
5526,1985,Asia,Hybrid,Front-wheel drive,3,2360,6,275.0,4250,17.8,31.0
5527,2000,USA,Gasoline,Rear-wheel drive,3,2140,6,241.0,4320,18.8,30.3
5528,1986,Europe,Gasoline,Front-wheel drive,4,2210,6,231.0,4090,20.6,30.4
5529,2010,Europe,Gasoline,Front-wheel drive,3,2310,6,238.0,4280,19.3,32.1
5530,2021,Europe,Gasoline,Front-wheel drive,5,2010,6,232.0,3980,20.4,36.2
5531,1979,Europe,Gasoline,All-wheel drive,4,2100,6,241.0,4180,18.9,27.4
5532,2013,USA,Hybrid,Front-wheel drive,5,2220,6,258.0,4230,17.5,34.4
5533,1978,Europe,Gasoline,Rear-wheel drive,3,1860,5,209.0,3430,20.2,30.7
5534,2021,Asia,Gasoline,All-wheel drive,3,2360,6,252.0,4430,18.2,29.8
5535,2004,Europe,Gasoline,Front-wheel drive,3,2260,6,252.0,4040,18.9,30.5
5536,1991,USA,Gasoline,Rear-wheel drive,3,1970,6,252.0,4180,19.1,24.6
5537,1983,USA,Gasoline,Front-wheel drive,4,2650,7,319.0,4930,19.8,23.8
5538,1984,Europe,Gasoline,All-wheel drive,4,2370,6,253.0,4450,18.9,27.5
5539,1984,USA,Gasoline,Rear-wheel drive,3,2580,7,287.0,4580,16.9,23.1
5540,1997,USA,Gasoline,All-wheel drive,3,2250,6,267.0,4250,19.0,28.5
5541,1997,USA,Diesel,Front-wheel drive,3,2500,7,307.0,4570,19.2,28.1
5542,2003,USA,Diesel,Front-wheel drive,3,2400,6,268.0,4410,20.1,32.1
5543,2022,Asia,Diesel,Front-wheel drive,3,2240,6,261.0,4150,16.3,31.8
5544,1979,Asia,Gasoline,Front-wheel drive,3,1860,5,,3980,19.6,32.4
5545,1993,Asia,Gasoline,Rear-wheel drive,5,2040,6,239.0,4080,19.0,31.7
5546,1988,Europe,Gasoline,Front-wheel drive,4,2640,7,277.0,4650,19.7,27.9
5547,1997,Asia,Gasoline,All-wheel drive,4,2010,5,228.0,4140,19.9,30.9
5548,1978,Asia,Gasoline,Front-wheel drive,4,2200,6,232.0,4120,17.9,28.8
5549,1977,USA,Diesel,Front-wheel drive,5,2170,6,278.0,4510,19.7,25.9
5550,1999,Asia,Diesel,Rear-wheel drive,3,2290,6,253.0,4290,19.6,32.4
5551,1977,USA,Diesel,All-wheel drive,4,2530,7,298.0,4760,20.7,25.3
5552,2019,Asia,Gasoline,All-wheel drive,4,2330,6,253.0,4560,18.4,30.4
5553,1990,Asia,Gasoline,All-wheel drive,5,2310,6,274.0,4500,17.6,26.9
5554,1996,Europe,Gasoline,Front-wheel drive,5,2120,6,,4250,19.3,27.3
5555,2001,Asia,Gasoline,Front-wheel drive,3,2190,6,227.0,4330,19.7,31.5
5556,1991,USA,Gasoline,All-wheel drive,4,2250,6,265.0,4780,17.6,25.4
5557,2002,Europe,Gasoline,All-wheel drive,4,2410,6,263.0,4670,21.6,28.4
5558,1977,USA,Gasoline,Rear-wheel drive,5,2200,5,,4300,20.7,26.2
5559,1989,USA,Diesel,Front-wheel drive,5,2110,6,264.0,4240,16.2,26.1
5560,2017,USA,Gasoline,Front-wheel drive,4,2220,6,,4110,18.5,31.0
5561,1998,USA,Diesel,Front-wheel drive,3,2170,6,249.0,4260,18.9,33.3
5562,1996,USA,Gasoline,Front-wheel drive,4,2220,6,251.0,4150,19.5,30.1
5563,2004,Asia,Hybrid,Front-wheel drive,4,2520,7,257.0,4520,19.7,35.2
5564,1993,USA,Gasoline,Front-wheel drive,3,2530,7,306.0,4430,18.0,27.4
5565,1995,Europe,Gasoline,Front-wheel drive,2,2330,6,236.0,3990,19.6,29.5
5566,1976,Europe,Diesel,Front-wheel drive,4,2190,6,238.0,4060,19.5,31.4
5567,2004,Asia,Gasoline,Rear-wheel drive,3,2330,6,251.0,4350,19.2,29.5
5568,2023,Europe,Diesel,Front-wheel drive,3,2180,6,254.0,3960,,36.8
5569,1992,Asia,Gasoline,Front-wheel drive,3,2310,6,252.0,4180,16.4,26.6
5570,1978,USA,Diesel,All-wheel drive,3,2370,6,260.0,4380,19.3,26.5
5571,2023,Europe,Gasoline,Front-wheel drive,5,2080,6,245.0,4110,19.4,33.2
5572,2003,Europe,Gasoline,All-wheel drive,2,2500,6,276.0,4590,19.1,26.7
5573,2010,Europe,Hybrid,Front-wheel drive,4,2220,6,226.0,4030,18.6,35.4
5574,2023,USA,Hybrid,Rear-wheel drive,3,2590,6,266.0,4540,17.0,31.1
5575,2000,USA,Gasoline,Front-wheel drive,3,2250,6,253.0,4200,20.6,32.0
5576,2012,USA,Diesel,All-wheel drive,3,2180,6,247.0,4320,19.0,29.1
5577,1992,Asia,Gasoline,All-wheel drive,4,2490,6,287.0,4640,20.4,25.4
5578,2013,USA,Gasoline,Rear-wheel drive,4,2490,6,285.0,4850,18.9,26.5
5579,2018,USA,Gasoline,Front-wheel drive,3,2120,5,247.0,4020,19.7,33.2
5580,1975,USA,Gasoline,Front-wheel drive,2,2110,6,,4160,20.0,27.0
5581,2016,USA,Hybrid,Front-wheel drive,4,2160,5,255.0,4220,17.7,34.8
5582,2018,Asia,Gasoline,Front-wheel drive,4,2400,7,244.0,4370,18.6,32.5
5583,2016,Asia,Hybrid,Front-wheel drive,3,2340,6,254.0,4160,19.2,35.5
5584,1983,USA,Gasoline,Front-wheel drive,5,2160,6,243.0,4350,19.9,26.0
5585,2008,Europe,Gasoline,Rear-wheel drive,2,2150,6,222.0,4330,19.4,35.4
5586,2008,Asia,Gasoline,Rear-wheel drive,2,2380,6,241.0,4330,21.9,29.8
5587,1989,USA,Gasoline,All-wheel drive,3,2080,6,230.0,4290,20.3,26.4
5588,2008,USA,Gasoline,All-wheel drive,3,2260,6,250.0,4350,19.0,28.8
5589,2016,USA,Gasoline,Front-wheel drive,4,2160,6,,4140,18.5,30.5
5590,2007,Asia,Hybrid,Front-wheel drive,2,2090,6,239.0,3820,18.8,35.5
5591,1998,Europe,Hybrid,Rear-wheel drive,4,2430,7,281.0,4510,16.6,30.3
5592,1996,Asia,Diesel,Rear-wheel drive,4,2250,6,249.0,4340,18.7,28.4
5593,2018,Europe,Gasoline,All-wheel drive,5,2190,5,235.0,4290,18.3,31.8
5594,1992,USA,Gasoline,All-wheel drive,2,2260,6,256.0,4450,18.2,25.5
5595,2012,Europe,Hybrid,Front-wheel drive,3,2240,6,260.0,3660,16.7,36.6
5596,2012,USA,Gasoline,Front-wheel drive,2,2320,6,284.0,4140,17.4,28.0
5597,1995,Asia,Diesel,All-wheel drive,5,2160,6,236.0,4460,17.7,32.9
5598,2023,Europe,Hybrid,Front-wheel drive,3,2270,6,251.0,4080,,34.9
5599,1994,USA,Gasoline,Front-wheel drive,2,2110,6,268.0,4010,17.8,27.8
5600,1992,USA,Gasoline,Rear-wheel drive,5,2320,6,257.0,4580,19.0,27.5
5601,2002,Asia,Gasoline,Rear-wheel drive,2,2050,6,247.0,3830,18.3,29.3
5602,2015,USA,Gasoline,Front-wheel drive,2,2040,5,247.0,3830,17.6,30.6
5603,2001,Asia,Gasoline,Front-wheel drive,3,2260,6,253.0,4080,17.6,32.1
5604,2016,Europe,Gasoline,Front-wheel drive,2,2330,6,243.0,4280,18.3,29.5
5605,1981,Asia,Gasoline,Front-wheel drive,3,2250,7,,4140,15.8,25.0
5606,1994,Asia,Gasoline,All-wheel drive,5,2250,6,250.0,4420,18.7,28.2
5607,2018,USA,Diesel,Front-wheel drive,4,2660,6,283.0,4640,17.2,29.8
5608,1983,Europe,Gasoline,Rear-wheel drive,3,2290,6,,4080,20.7,27.9
5609,2018,Europe,Gasoline,Front-wheel drive,3,2340,6,270.0,4480,18.9,30.2
5610,2008,Europe,Gasoline,All-wheel drive,3,2740,7,270.0,4790,20.3,30.8
5611,1993,Asia,Gasoline,Front-wheel drive,5,2290,6,240.0,4130,20.9,29.0
5612,1995,USA,Gasoline,Front-wheel drive,4,2070,5,263.0,4290,18.6,27.5
5613,2005,Asia,Gasoline,Front-wheel drive,3,2360,6,233.0,4080,18.7,31.7
5614,1989,USA,Diesel,Front-wheel drive,4,2460,7,294.0,4620,20.6,28.6
